HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vidID,Answer.summary,Approve,Reject,videoname
36AZSFEYZ4783B3A8S6YUQ42ILCVBZ,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3DUZQ9U6SNV97HI69GXU8Z9M4MWVSD,A1FGKIKJYSL1MI,Approved,Sun Jun 14 11:06:05 PDT 2015,Sun Jun 14 11:36:51 PDT 2015,Wed Jun 17 11:36:51 PDT 2015,Mon Jun 15 07:25:03 PDT 2015,,,1846,100% (13/13),100% (13/13),100% (12/12),aS6_UTtG3oA,"""Saluti discipli"", my Latin teacher said to all of his first year Latin students on the first day of school. Immediately my mind clicked on and I said okay, I need to analyze this, I need to figure out what it means. And I took the first word and I thought saluti, what could that mean? It's not good morning because it's not morning anymore, it's not good evening because it's not the night. It's some kind of greeting, it's like salutations, salutations. So salutations, no that word is, what, what could it mean, what does that mean. Discipli, it says greetings something. It's not friends, not something. Disciples, it's students, it's greetings students. He just said greetings, students. I thought: I've got this, I'll ace this class. Well little did I know that I'd not only ace the class but that I'd also become a state vocabulary champion for Latin in Texas. I went to a very small high school, and there were only two languages offered. It was either Spanish or Latin. And being that I wanted to get involved in the medical community, I chose Latin, because I figured it would help me with medical terminology. And that's a t-word, so I'm too ??. I heard that Latin Club was a huge part of the school, and that we went to Nationals every year. That's so many people followed Latin Club and just loved it. So I figured I'd try it. And I quickly became the school's vocabulary specialist. As a freshman. And I went on and competed in Area, and State, for the Latin competitions in vocabulary. But I didn't place at all, in anything I did. And I even tried out with Vocal Solo, representing my school with a solo ensemble, where I prepared like a Latin s- song or aria or something like that, I don't even remember anymore.  But um next year I tried again, I worked a little harder, I changed my study habits, I I thought more about what to do when I was actually taking the test and. I remember after I took it, at the Area competition, I I thought I blew it. I figured I didn't know anything and I wasn't going to place even close to top ten. [laughter] There were three people sent from my school. There were me and two other girls who were all competing to move onto State, because I obviously didn't show results in the past year. [laughter] So the announcer at the awards ceremony was calling out fifth, fourth, third, fourth, fifth, [laughter], fifth through first.  And he, my other two competitors were fifth and fourth.  And I figured, alright, that's it for me, I'm just gonna try again next year. But I totally zoned out, and I thought about everything I could have done.  And then I heard the announcer call out first place, and I was like oh, I want to listen to this, maybe it's somebody I know from another school. And I heard my school. And everybody's eyes just shot to me, and it didn't even occur to me that it could be me.  And he, the announcer said my name, and all I could focus on was running up and grabbing my trophy. And then, from then, I'm so glad that I was able to compete. Because Latin isn't a dead language, it'll live forever in the hearts of students and teachers, all around the world.",,,29.3
3TCFMTM8HEVYTMNGILTYM9UIZBT12F,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3XCC1ODXDMI51UMC8S3FC25I1LXRQC,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 16:12:48 PDT 2015,Thu Jun 11 16:33:39 PDT 2015,Sun Jun 14 16:33:39 PDT 2015,2015-06-14 23:36:44 UTC,,,1251,100% (25/25),100% (25/25),100% (25/25),HF9eyLzcyNk,"Okay, umm now I will talk about my, one of my favorite hobbies and past times. Umm I am a very musical person. Uhh I started playing piano when I was in 3rd grade, and umm I was taking private lessons outside of school, and then I actually started to pick up a violin in school umm, and a year later I switched to a saxophone. Umm, saxophone is one of my favorite instruments. I actually played uhh the alto saxophone, which I think was really really nice sound, and I played that through middle school and half of high school. Umm one of my favorite parts about playing the saxophone was being in the jazz band. Umm so, I was in the jazz band probably for four years, umm somewhere in middle school, and somewhere in high school, and uhh the jazz band is just, was just one of those experiences that was really umm relaxing for me, really uhh kind of de-stress, de-stressing uhh you just go in a room, and you know you just be like playing and jamming with all these people, and uhh creating this really cool rifts and things like that umm, so that was definitely a large part of my musical experience, and I thought that was really great, and uhh, uhh another thing that I did that was in 9th grade was I started to sing in school. Umm, I started to uhh join the choir, I joined the school musical, and umm I also joined the altopoli group in my school, umm all of which were extremely fun, and umm I also began taking voice lessons umm with the same teacher that has been teaching me uhh about the piano all these years. Umm and yes, soon enough like after 1 or 2 years, I began umm joining all stage choirs, and all national choirs and stuff like that, and umm which I thought were very very umm fun, and uhh a great, great way to meet musicians from all over the countries especially in the national choir umm you really get to understand people's backgrounds, and things like that, and just kind of come together with all these great musicians, and I thought that was really an amazing thing.",,,30.2
36FQTHX3Z3YOR21ROI0SBVCJR1JB3I,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3SNVL38CI5ZFKPZYDQTNRLUN2ETKCY,A4TE7LF9CEVGA,Approved,Thu Jun 11 13:43:30 PDT 2015,Thu Jun 11 14:07:04 PDT 2015,Sun Jun 14 14:07:04 PDT 2015,2015-06-14 21:11:44 UTC,,,1414,100% (5/5),100% (5/5),100% (5/5),MMR71Kfad2E,"Okay, Now I am going to talk about one of my favorite movies um one of my favorite movies uh that I've ever seen is Shutter Island uh it was directed by uh Martin Scorsese. Um, and it's my one of my favorite movies for a few reasons. One reason is that Leonardo Dicaprio is starring in it. Um, Leonardo Dicaprio is one of my favorite actors um he's been in movies like Titanic, uh The Departed Um and things like that. Um, and just all of those movies have been I think uh made into these iconic films because of his portrayal of the characters. Um, I think he really brings something to movies that kind of captivates the audience um in a way that not every actor can do. Um, another reason that I really like this movie are the plot twists. So, in this movie a lot of things are changing, um almost every few minutes um. When you are watching the movie things will start to happen and you'll you'll be thrown completely off guard. You'll say wow like I never expected this wow like I never imagined that this could have happened I never I wasn't thinking of the movie in this way and all of a sudden it turned into a different type of thing. Um, so that is one another reason why I like the movie. Um, one of the other reasons is in the imagery in the  movie um, I actually think the imagery was outstanding in this movie it really brought the all of the different stories and all of the different themes kind of together um throughout the whole movie. Um, for example I just I can always remember like when I think of this movie I can remember the scene where he's standing in his house with ah ashes just raining down all around him um which you know signifies a fire that had happened in his house and I remember like the frozen uh dead bodies that were just kind of piled up um during the holocaust when he was a soldier. Um, and I can also remember the view out of his window to the lake which uh had a lot of meaning in the movie. This lake kept reappearing and these bodies kept reappearing especially of these two girls. Um, and just all of these flashbacks with different imagery and things like that really I think brought the movie together and just made it a masterpiece.",,,30.3
3L4YG5VW9NZFOR18V3XAJUMVLZKDDP,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3YGXWBAF71OU6NAVSY67K45R5SSC4P,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 11:12:27 PDT 2015,Thu Jun 11 12:38:31 PDT 2015,Sun Jun 14 12:38:31 PDT 2015,2015-06-14 19:41:43 UTC,,,5164,100% (25/25),100% (25/25),100% (25/25),vIpih3mxetg,"Superheros. What makes a good superhero? I guess its subjective as a whole for a lot of people, but for me the most important thing is that a superhero is interesting if their characters are interesting. That's why for me Batman is my favorite character, and it doesn't have super powers. He wasn't born like the flash or superman where they just have powers granted to them through some accidents or that's just their species. He kinda fell into a world of vigilantism, and it's stopping crime engulfing city, and I think that's a very important aspect of Batman, that can be taken a lot from. Batman suffered through huge tragic loss, and from this tragic loss he found this inspiration to start a better city, and a better himself as a result. Now later, we're gonna talk about why that's actually a very interesting thing, and not necessarily very good, but for now I think, its interesting enough to start to realize that this was a man who was pushed to his  limits, and as a result started pushing people to limits, and that itself is much more interesting than any alien from Krypton can inspire me. Now, when we look at Batman, we start analyzing his behavior, we realize that he's just a man who's running around gulping the city dressed up as a bat. Now on its surface it sounds pretty crazy, but if you try to analyse why he's doing this, then you start to kinda get some sense that this broken man is showing us what maybe individual people would want to do with themselves. People always have power fantasies where they wanna go around and then save the person who was getting bugged, or they want to stop the guy who was stealing some woman's purse, but Batman is actually going out and doing that.  Now, he has the benefit of money, but without the money would he still be able to do that? and there are some story elsewhere where Batman deprived and limited in what he can do, but he still ends up trying to save the day which I think is a huge, a huge record aspect of what makes it a really interesting superhero than anybody else. Now, another thing about Batman is that the world he set in, is a world of extremes. You have characters like the joker, the riddler who get hung up on this one aspect of humanity where joker just sends his chaos for everybody. The riddler, just wants to confuse everybody and wants to expose his intelligence, and in this world Batman is the pure exposure of vigilantism, and taking matters into his own hands. ",,,31.1
36MUZ9VAE69KGXF8RY8UPC4GLBLDEI,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3FIJLY1B6VBNYSGOHKOWV81PT6LFP9,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 16:20:54 PDT 2015,Fri Jun 12 16:58:38 PDT 2015,Mon Jun 15 16:58:38 PDT 2015,Mon Jun 15 07:27:10 PDT 2015,,,2264,100% (25/25),100% (25/25),100% (25/25),EKsNWD4zxhE,"Now depending on if you're familiar with TV shows, and this one in particular. You're either going to understand why I like this show a lot, or you're gonna just laugh at me, so while it will show up. That show is Avatar: The Last Airbender. Let me make my case for why this TV show made for 8 to 12 year old, is actually a fantastic TV show that everybody should watch including parents with their own children. Now, Avatar: The Last Airbender at its surface level, is a story about a child who has to save the world. He is the last stand for an entire culture and an entire body of people, and he is basically the quintessential element of his own kind of ability to manipulate error. He is the element of air and body. This is the world where everybody has fantastical powers or they are't able to manipulate this power. If people can manipulate your error, fire, earth, or water,. Now early at its surface, children are going to be excited about this, because why wouldn't wanna be able to watch a TV show where people can just move rocks with their mind, or move water and then freeze it and then stop the bad guys or become the bad guys. Its a very interesting concept, and when you put that in conjunction with people who aren't able to do these things, you're already setting up a very very interesting dichotomy to who is in power, and then who else has the power that they can obtain without it. Now, that's getting into later stuff. Now going to Aang, who is the last airbender, he needs to learn all these elements. So, he is going through all these different cultures learning about what makes them special and unique and applying it to his own culture which is an error, almost like a Buddhist monk type of lifestyle. Now, you are contrasting this with entire nations who embodiment a war of nations of an entire militant state, and he also goes cultures to cultures written by very native tribes that are tribal and they have traditions and they hold those values, and he also have cities that are developing and starting to invest in technology. Now this is kind of the mean point of all these different cultures much like our own earth. Now, this kind of set up alone already makes Avatar: The Last Airbender so interesting, but what makes it even better is that by putting children into the world, you're already eliminating some of these ideas of prejudice and fear, and more ideal for the aspect of change in this world which is all what the show is about. It's about Aang, changing this world for the better, and by forcing him to go along and one of all these cultures by giving him a role of protector of the route without having to be the final and only person protecting the world, you're setting the stage for so much great discussion about what makes a culture great, what makes a culture unique, and why came this along, and these things alone make Avatar: The Last Airbender such a fantastic show without even talking about the animation and the goofiness and the relationships that happen in the show, and how attached he gets them, all of that comes included with the territory of such a great foundation of environment and basically a great more. And that's why Avatar: The Last Airbend is a great show.",,,31.2
3V8JSVE8YYXNE8AZNUV82XEH3ZRYEB,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3Q8GYXHFEQ9C26EV63PHPWB55PHC5Q,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 18:32:31 PDT 2015,Thu Jun 11 19:05:45 PDT 2015,Sun Jun 14 19:05:45 PDT 2015,2015-06-15 02:06:43 UTC,,,1994,100% (25/25),100% (25/25),100% (25/25),AlfoRdNYwqo,"Alright, introductions are too crucial to establishing the worlds getting in the best within characters, and learning what else the story is going to be about. One book that does this very well for me, sets the story for me very well, and got me through an entire series that ended up being a closer phenomenon is Harry Potter and The Sorcerer's Stone. This book took a magical world and placed it inside our own. It coexists with people down the street going to school within this room are people born with magical abilities, and doing fantastic amazing things that has to be hidden from public. That alone, I feel is a very interesting concept, because you have this entire group of people who are working, who have so much change that are basically not the part of the greater scheme of things or conversely, you can say that they are the arbors of all things that happen in this world, and then their own people are just living  in it. This already said some kind of an interesting conversation, because in this world, you are telling a story that of a boy who shouldn't die in the very beginning of the series, and instead goes on to amazing things and tries to create the world of very very potentially evil thing happening in this world. Now, the reason I chose Harry Potter and The Sorcerer's Stone as my favorite book was because of how it setup this entire world. We get hints that there is evil and terror in this world, but it starts off with Harry Potter, who is 11 years old learning that he is a magical being instead of this normal day to day every going to school kind of a boy, but he is pretty much forced to live undercover type of a person, and I don't if you know anybody like that personally, but when he learns of this, everything he has, has a sense of wonder and amazement, and that alone draws the young readers in which gets propagated through this series, and by the end of that all, even though some of the genuine interest and amazement that's gone, you still have the very powerful, the very deep feelings of mortality and of permanence, and of moving on past those amazing things, and it all started with book one, where you just have a boy who runs through a wall and gets onto a train, and travels to a new school.",,,31.3
3OID399FXGECMBF4M9S07UPGXC0DF0,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,31LVTDXBL8HUAX6ZGNVJVG6ORKTLRA,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 15:55:49 PDT 2015,Fri Jun 12 16:17:14 PDT 2015,Mon Jun 15 16:17:14 PDT 2015,Mon Jun 15 07:45:35 PDT 2015,,,1285,100% (25/25),100% (25/25),100% (25/25),RC6sHXFXAkE,"So, uhh not to be too unoriginal, but I'd say my favorite superhero has to be Batman. Umm he is a billionaire playboy philanthropist. He is, you can't say that about many superheros, umm first of all he is a billionaire, that's only match by like Iron man I guess, but he's also a playboy that's also like Iron man. But, he knows a whole lot more martial arts and he is a philanthropist, so he actually gives back, and umm some people kinda criticize Batman, saying he doesn't really have any superpowers, but you don't really need superpower to be a superhero as long as you can motivate people to help others. Batman is a symbol for changing Gotham, and stopping crime, and some people criticize Batman, because he doesn't kill people, he doesn't kill mass murders like the joker, and one reason for that I guess is umm, he doesn't want to become like the criminals that he is fighting, but I think another reason is because, Batman is a symbol of hope. He thinks that everyone can be changed, and that's his main message. He's trying to encourage everyone else to also his superheros, and to help others umm, and stop crime, and that's I think the main criteria of being a superhero, and Batman fills it so well, and a lot of people think that their favorite superhero is Batman, but the only thing they've seen of Batman is like the movies or something like that, but I have like a whole shelf of like Batman graphic novels. He is like an awesome superhero, and I have spent like my entire childhood just reading everything that Batman has done, and all of it different graphic novel artists, and uhh yeah, he is just a really great superhero. Umm, and compared to someone like Superman, umm Superman is just kind of, he doesn't really have any character flaws, umm but Batman is a much more interesting character, and much more rich and deep, because of his background.",,,32.1
3BO3NEOQM0OYYVEI377JKQU2S1VIAU,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3JWH6J9I9TKXIQSVW3P88T59EOBNBC,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 17:03:36 PDT 2015,Thu Jun 11 17:38:46 PDT 2015,Sun Jun 14 17:38:46 PDT 2015,2015-06-15 00:41:43 UTC,,,2110,100% (25/25),100% (25/25),100% (25/25),Gd5Xy3AIoD4,"Uhh so before this summer, I would have said my favorite movie is Primer, its an indie film. It's really a cure for most people. Most people haven't seen it, but its like really really great. Umm the budget was just like 7000 dollars, but that was just, so what made that movie great was that every single shot was purposely hold, and then went down in advance, and that's what I really love about it, and another thing that was great about Primer was that the plot was so difficult to follow, and it was really, it required a lot of mental effort and that's what I liked about movies, umm it's really thought provoking. Umm like for instance, I have a poster that kind of charts the plot lines of like five different movies, so one of them is 12 Angry Men. This is like 12 lines at the horizontal, another is Lord Of The Rings, and that's really complicated, because there are so many different characters and they include like sauron and whatever, but for Primer, the graph is just like a bunch of squiggly lines, because no one really knows what happens in that movie. Umm but this summer, this past summer, I watched Before Sunrise, which is another really really big movie, and that's my favorite movie now , and umm contrary to Primer, there actually isn't really a plot to Before Sunrise, its just two people talking umm for the entire two hours, umm but like Primer, its incredibly thought provoking, and I learned so much from that movie, and it was part of like a three part, its a part of a trilogy. Umm basically its umm involves two people, that meet on a train, and they get off a train, and that they find that they really enjoy each others company, and they don't want to live each other, and then by the end of the movie, they agree to meet up in I think nine months. Umm  but, that single, that entire movie is just a single conversation, that umm really goes into a lot of thought provoking and really interesting ideas.",,,32.2
3CMIQF80GNXASRQYQ2VGDNJ2NSMQ6F,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3KYQYYSHYWE8F8QRBEGRI8TE7JRODY,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 16:36:32 PDT 2015,Thu Jun 11 17:02:48 PDT 2015,Sun Jun 14 17:02:48 PDT 2015,2015-06-15 00:06:43 UTC,,,1576,100% (25/25),100% (25/25),100% (25/25),J2BaJJzQfqo,"So, my favorite hobby is magic, and by magic I don't mean magic again in the trading card game. By magic I mean, card tricks and I just love doing magic. I carry my cards everywhere I go. Umm, I just love just like seeing that look of just like amazement in people's faces, that's why I do magic, and unfortunately, I don't do magic as much as I would like. I do it as often as I can. Like over the summer, I was in Vegas, and so I had the opportunity to just go out on the strip, and just do magic to a bunch of strangers and that was just perfect for me. I really loved that. Umm, I am trying to pick up new tricks all the time. I don't have enough time to learn as many tricks as I would like, but I'm working on it, and the way I got interested in that like recently, it was last year a student, well a film student was making a kind of a documentary and she posted on the fast page anyone had any interest in hobbies that they'd like to share, and I guess I was only the one that applied and said that yeah, I got a hobby, I like to do magic, and so she filmed me, I don't know for like 5 minutes doing magic, and in order to prepare for that little documentary thing, I had to practice, and practice, and practice, and that really got me re interested in magic. Uhh I have been interested in magic for like since my entire childhood. I started magic when I was maybe like in first grade, uhh but I never really got deep into a lot of classic kits. I just knew some very basics light hand stuff, but now I think I can really, I can maybe do professional stuff. I remember uhh last summer, or two summers ago, I was in Boston, and I saw a magician, a very simple magician doing like kid stage magician and then after the show, I did some magic tricks to the kids that were in the show, and they were more amazed by me than that professional guy. So, I really like this hobby and I'd like to continue it in the future.          ",,,32.3
341YLJU21I69TSJEQSE4E8B4HAB2IA,33FNMBLT223RF2Q4J8E2LZ0ZE8Y40G,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$3.00,Mon Jun 15 07:52:18 PDT 2015,1,BatchId:1980745;,7200,259200,Mon Jun 22 07:52:18 PDT 2015,,,3Z3ZLGNNSJ1DIS1AX22JU422VGN3Q8,A1FGKIKJYSL1MI,Approved,Mon Jun 15 14:13:31 PDT 2015,Mon Jun 15 14:34:23 PDT 2015,Thu Jun 18 14:34:23 PDT 2015,Tue Jun 16 07:19:43 PDT 2015,,,1252,100% (17/17),100% (17/17),100% (16/16),WRhNUWYnKB0,"Um, hmm, in my free time I like to do random things, like participating in a CS study, or PCS study and they can be, anyways. Also I like to practice photography. Uh it has been a great passion of mine since I was in high school. Uh unfortunately I'm too poor to get a DSLR but I I mean I want to get one soon. I really want to try uh long-exposure photography with galaxy and [??]. Uh and I also like to uh play guitar and sing but I'm really really poor. But most like uh mostly I like to uh lie on my bed eating chips and watching movies cuz that is the most precious thing in life and it is very great. But the thing about being a junior studying engineering is that you don't get to have a free time, you're always in library. Crying, and trying to do homework. But rather than, than crying when you try to do it, every homework, three of them, before the due date. I really, the second week of school, I really did two all-nighters and I'm procrastinating this weekend too.  So, goddamn it. Anyways. Yeah, uh uh uh and I also like to go around campus doing random things I can find. There's lots of good things to do in the city like going to uh music school and watching shows, or just you know hanging out with friends, and playing Cards Against Humanity. Or, on a very, after your assignment is, uh due date, getting really drunk to forget about it.  Anyways, so, that's about it for now I guess. Uh I hope you like my classes. Thank you.",,,14.2
31KSVEGZ34Z8Y7K4UZXKG7SK8DOWRP,33FNMBLT223RF2Q4J8E2LZ0ZE8Y40G,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$3.00,Mon Jun 15 07:52:18 PDT 2015,1,BatchId:1980745;,7200,259200,Mon Jun 22 07:52:18 PDT 2015,,,32UTUBMZ7H3AQV14YUBZIAZM01SBVG,A1FGKIKJYSL1MI,Approved,Mon Jun 15 18:23:47 PDT 2015,Mon Jun 15 18:43:41 PDT 2015,Thu Jun 18 18:43:41 PDT 2015,Tue Jun 16 07:13:43 PDT 2015,,,1194,100% (17/17),100% (17/17),100% (16/16),w09RMjMQJhA,"So, for this blog, I'm gonna talk about technologies because I really have no idea what I should talk about. And, Google Glass, it's awesome although it really makes you look like kind of a douche. But at the same time, it's kind of worth it because it's so cool and useful. And, yeah, uh, it's kind of fascinating how human technologies have grown in past millennia. I mean, I don't really know what happened a millennia ago, because I'm not really knowledgeable. But it is fascinating how we grew from wheel to space shuttle. But talking about space shuttle, uh, I as a career goal I really want to work in a private space industry. Or a space industry journal. I am uh a huge advocate of human space exploration and I believe um we were destined to go out there. It would be a dream of mine to work at Space X uh as a systems engineer or just as an engineer. Uh to build a spacecraft and send us up there, because I believe as a human species, you can describe our goal and religious belief that we're supposed to live a good life and die and go to heaven. But I believe we are just organism trying to push ourselves into outer limits. And I believe this is how we're defined as a species in all of our history. And I really believe that next step is to step over that huge st- uh step and just go out there, explore new worlds. And now I'm sounding like Star Trek but that's what I believe in. So, yeah space is awesome. And I'm really grateful that I do not have to use VHS or sss- or VHS or uh floppy disk cuz that would be bad, and I'm trailing off, and great. Thank you.",,,14.3
3YLTXLH3DFD5P490M87VA9IIS7NPHQ,33FNMBLT223RF2Q4J8E2LZ0ZE8Y40G,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$3.00,Mon Jun 15 07:52:18 PDT 2015,1,BatchId:1980745;,7200,259200,Mon Jun 22 07:52:18 PDT 2015,,,3XC1O3LBOTT7QCJRKC0EVV76F9XTLA,A2J5DN5UMU0A3Z,Approved,Mon Jun 15 10:54:58 PDT 2015,Mon Jun 15 12:41:00 PDT 2015,Thu Jun 18 12:41:00 PDT 2015,Tue Jun 16 07:28:43 PDT 2015,,,6362,100% (27/27),100% (27/27),100% (27/27),j5BmqAw8Ano,"My favorite book is one that's had a tremendous impact on my life. It tells a story of a young man and his journey to try and eradicate evil throughout his home. My favorite book is Lord Of The Rings. In fact this book is so long that it actually had to be split up into three. For those who aren't familiar with The Lord Of The Rings, the book is a tale of a creature called a Hobbit who comes into a possession of something called a ring of power which is a device of extreme evil, and his task with destroying this device in fire from once it came. Fortunately, he doesn't have to do this alone. He had many friends to help him. He goes to The Council of Elrond, which is the council of elves who nominate 8 members to become members of the fellowship of the ring. These people then actually travel to a land called Mordor, where there are tasks with destroying the ring. Unfortunately, this is not an easy task. Frodo faces such dangers like giant spiders, ghosts, oaks, twirls, its not easy. In face, he loses many of his friends along the way. But, he manages to survive above it, because this is not just an ordinary fairy story, this is a tale of personal dedication. This is a tale of perseverance, of heroism, not the mind, not the body, but of the spirit. Its this story that is able to touch so many lives across the world. It teaches those who read it, that no matter what kind of hardships you're faced with, no matter what sort of trouble you're tasked with, you can persevere and rise above it. Interestingly enough, this bears a lot of the mote eves of the north mythology. For instance, the land where Frodo lives is called the Middle Earth, which is the reference to the North Midgard, which literally translates to Middle Earth. There is the fact that there are rings of power. This is a reference to the nor-smith of all the rings of power. Eregion was gifted the rings by the elves, and his rings got several other rings and he holds true dominion and control over all of those who wear these rings. So, in conclusion, The Lord Of The Rings is the story that is not just for children or adults, its one for all generations, its one that will touch all cultures and that it will teach all people important lessons.  Thank you!",,,15.1
3PUOXASB57A6O2TNB5H5OQM8JTN9Z6,33FNMBLT223RF2Q4J8E2LZ0ZE8Y40G,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$3.00,Mon Jun 15 07:52:18 PDT 2015,1,BatchId:1980745;,7200,259200,Mon Jun 22 07:52:18 PDT 2015,,,3ZDAD0O1T2K2Q60GYV326P2TMIXTXM,A31Z5TPD8QKE26,Approved,Mon Jun 15 08:40:33 PDT 2015,Mon Jun 15 09:51:12 PDT 2015,Thu Jun 18 09:51:12 PDT 2015,Tue Jun 16 07:28:21 PDT 2015,,,4239,100% (4/4),100% (4/4),100% (4/4),0Ojxar1T854,"My favorite academic discipline is one that's been with me and part of my life since I was very young.  That is the discipline of musical cognition.  Musical cognition is a way for me to combine my 2 passions for music and neuroscience.  Music has been a tremendous part of my life ever since I was very young, 4 years old to be exact.  So that's when I started taking violin lessons.  I started taking violin lessons because I developed this really strong desire to learn to play the violin after I had seen a children's orchestra perform Scheherazade by Rimsky-Korsakov.  It was after this point that I decided I wanted to be a musician.  So I spent, I spent the past 14 years learning to play the violin and my passion for violin has extended into other instruments.  I can play anything from daduke to piano to voice and it's this skill that I want to be able to apply into the field of medicine.  So, neuroscience has also been a tremendous passion of mine.  I was kind of thrust into it when I was 4 years old when I started having these really strong painful headaches and mood swings and it wasn't until a couple weeks later til I found out I had cancer.  I will have been diagnosed with a cranial forigioma, a rare form of brain cancer and by the time the doctors had performed a craniotomy to remove it, it was about the size of a ping pong ball.  But, I still wanted to play the violin  and I feel like violin has been a tremendous healing process.  I feel like it has increased my neuroplasticity.  I've become stronger, smarter, I can function more easily as a result of music.  Now I first found out that I could combine these two passions when I was about 13.  I was in a local second-hand book store and I found a book called Music Affilia, which is written by Oliver Sats, who is a prominent neuroscience researcher at New York University.  And, I read this book and I discovered that there is a lot that we don't know about music.  I've read about a woman who has seizures induced by certain types of music.  I've read of affezia patients who are able to suddenly speak as a result of learning songs.  I've learned of people who walk away from car accidents with the ability to play a piano.  I knew then and there that I wanted to be a neurologist.  I wanted to be a musical cognition researcher.  This passion of mine continued to grow and I continued to research what else can be done with music.  It's my view that in the years to come, I'm going to find new uses for music in the field of neuroscience.  I'm going to help people heal.  I'm going to help them to become smarter, stronger, all through the sharing of my gift for music.",,,15.2
